PMID	REGULATOR	REGULATED	NORMALIZED_EFFECT	sentence_tagged
9537375	CRP	gntT	no_relation	Transcription of @Regulated$ is activated by binding of the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex to a @TF$ binding site positioned at 71 upstream of the gntT transcription start site .
9537375	CRP	gntT	no_relation	Transcription of gntT is activated by binding of the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex to a @TF$ binding site positioned at 71 upstream of the @Regulated$ transcription start site .
16621812	MelR	melR	repressor	 @TF$ carrying each of the single substitutions is less able to repress the @Regulated$ promoter, while MelR carrying some combinations of substitutions is completely unable to repress the melR promoter.
16621812	MelR	melR	no_relation	 @TF$ carrying each of the single substitutions is less able to repress the melR promoter, while MelR carrying some combinations of substitutions is completely unable to repress the @Regulated$ promoter.
16621812	MelR	melR	repressor	 MelR carrying each of the single substitutions is less able to repress the melR promoter, while @TF$ carrying some combinations of substitutions is completely unable to repress the @Regulated$ promoter.
16621812	MelR	melR	no_relation	 MelR carrying each of the single substitutions is less able to repress the @Regulated$ promoter, while @TF$ carrying some combinations of substitutions is completely unable to repress the melR promoter.
17513476	CRP	rhaBAD	activator	Given that cyclic AMP receptor protein ( @TF$ ) , the second activator required for full @Regulated$ expression , cannot activate rhaBAD expression in a rhaS strain , it was of interest to test whether CRP could activate transcription in combination with RhaS - CTD .
17513476	CRP	rhaBAD	no_relation	Given that cyclic AMP receptor protein ( @TF$ ) , the second activator required for full rhaBAD expression , cannot activate @Regulated$ expression in a rhaS strain , it was of interest to test whether CRP could activate transcription in combination with RhaS - CTD .
17513476	CRP	rhaBAD	no_relation	Given that cyclic AMP receptor protein ( CRP ) , the second activator required for full @Regulated$ expression , cannot activate rhaBAD expression in a rhaS strain , it was of interest to test whether @TF$ could activate transcription in combination with RhaS - CTD .
17513476	CRP	rhaBAD	no_relation	Given that cyclic AMP receptor protein ( CRP ) , the second activator required for full rhaBAD expression , cannot activate @Regulated$ expression in a rhaS strain , it was of interest to test whether @TF$ could activate transcription in combination with RhaS - CTD .
8626315	Rob	sodA	activator	Moreover , they found that @TF$ overexpression activates expression of fumC , @Regulated$ , and inaA ( unknown function ) , but not zwf , and that purified Rob forms DNA - protein complexes with DNA fragments containing the micF , sodA , nfo , and zwf promoters ( 3 ) .
8626315	Rob	sodA	no_relation	Moreover , they found that @TF$ overexpression activates expression of fumC , sodA , and inaA ( unknown function ) , but not zwf , and that purified Rob forms DNA - protein complexes with DNA fragments containing the micF , @Regulated$ , nfo , and zwf promoters ( 3 ) .
8626315	Rob	sodA	no_relation	Moreover , they found that Rob overexpression activates expression of fumC , sodA , and inaA ( unknown function ) , but not zwf , and that purified @TF$ forms DNA - protein complexes with DNA fragments containing the micF , @Regulated$ , nfo , and zwf promoters ( 3 ) .
8626315	Rob	sodA	no_relation	Moreover , they found that Rob overexpression activates expression of fumC , @Regulated$ , and inaA ( unknown function ) , but not zwf , and that purified @TF$ forms DNA - protein complexes with DNA fragments containing the micF , sodA , nfo , and zwf promoters ( 3 ) .
12618441	GntR	gntT	repressor	Both @Regulated$ and gntKU are regulated positively by the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex and negatively by @TF$ ; one GntR - binding element for gntK has been proposed ( 12 , 34 ) , and two GntR - binding elements for gntT were experimentally defined ( 26 ) .
12618441	GntR	gntT	no_relation	Both gntT and gntKU are regulated positively by the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex and negatively by @TF$ ; one GntR - binding element for gntK has been proposed ( 12 , 34 ) , and two GntR - binding elements for @Regulated$ were experimentally defined ( 26 ) .
12618441	GntR	gntT	no_relation	Both @Regulated$ and gntKU are regulated positively by the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex and negatively by GntR ; one @TF$ - binding element for gntK has been proposed ( 12 , 34 ) , and two GntR - binding elements for gntT were experimentally defined ( 26 ) .
12618441	GntR	gntT	no_relation	Both gntT and gntKU are regulated positively by the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex and negatively by GntR ; one @TF$ - binding element for gntK has been proposed ( 12 , 34 ) , and two GntR - binding elements for @Regulated$ were experimentally defined ( 26 ) .
12618441	GntR	gntT	no_relation	Both @Regulated$ and gntKU are regulated positively by the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex and negatively by GntR ; one GntR - binding element for gntK has been proposed ( 12 , 34 ) , and two @TF$ - binding elements for gntT were experimentally defined ( 26 ) .
12618441	GntR	gntT	no_relation	Both gntT and gntKU are regulated positively by the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex and negatively by GntR ; one GntR - binding element for gntK has been proposed ( 12 , 34 ) , and two @TF$ - binding elements for @Regulated$ were experimentally defined ( 26 ) .
17504942	ArgP	argO	regulator	Results ArgP - mediated regulation of E . coli argO Reconstitution of @TF$ - mediated regulation of @Regulated$ transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results @TF$ - mediated regulation of E . coli @Regulated$ Reconstitution of ArgP - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results @TF$ - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of @Regulated$ transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results @TF$ - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of argO transcription in vitro Toward reconstitution of @Regulated$ transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results @TF$ - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of @Regulated$ transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results ArgP - mediated regulation of E . coli @Regulated$ Reconstitution of @TF$ - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results ArgP - mediated regulation of E . coli argO Reconstitution of @TF$ - mediated regulation of argO transcription in vitro Toward reconstitution of @Regulated$ transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
17504942	ArgP	argO	no_relation	Results ArgP - mediated regulation of E . coli argO Reconstitution of @TF$ - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of @Regulated$ transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .
15667305	NarL	hcp	activator	Nitrate - and nitrite - mediated expression of the @Regulated$ is dependent on @TF$ and NarP Sequence analysis of the hcp regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , NarL and NarP ( Figure 1 ) .
15667305	NarL	hcp	no_relation	Nitrate - and nitrite - mediated expression of the hcp is dependent on @TF$ and NarP Sequence analysis of the @Regulated$ regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , NarL and NarP ( Figure 1 ) .
15667305	NarL	hcp	no_relation	Nitrate - and nitrite - mediated expression of the @Regulated$ is dependent on NarL and NarP Sequence analysis of the hcp regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , @TF$ and NarP ( Figure 1 ) .
15667305	NarL	hcp	no_relation	Nitrate - and nitrite - mediated expression of the hcp is dependent on NarL and NarP Sequence analysis of the @Regulated$ regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , @TF$ and NarP ( Figure 1 ) .
15667305	NarP	hcp	activator	Nitrate - and nitrite - mediated expression of the @Regulated$ is dependent on NarL and @TF$ Sequence analysis of the hcp regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , NarL and NarP ( Figure 1 ) .
15667305	NarP	hcp	no_relation	Nitrate - and nitrite - mediated expression of the hcp is dependent on NarL and @TF$ Sequence analysis of the @Regulated$ regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , NarL and NarP ( Figure 1 ) .
15667305	NarP	hcp	no_relation	Nitrate - and nitrite - mediated expression of the @Regulated$ is dependent on NarL and NarP Sequence analysis of the hcp regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , NarL and @TF$ ( Figure 1 ) .
15667305	NarP	hcp	no_relation	Nitrate - and nitrite - mediated expression of the hcp is dependent on NarL and NarP Sequence analysis of the @Regulated$ regulatory region suggested that it contains a binding site for FNR and also binding sites for nitrite - and nitrate - activated regulators , NarL and @TF$ ( Figure 1 ) .
8825783	IciA	dnaA	regulator	One site , designated the IciA I site , was located upstream @TF$ protein binds two sites in the @Regulated$ promoter region DNase I - protection experiments were performed to identify binding sites of the IciA protein in the dnaA promoter region ( Fig . 3 ) .
8825783	IciA	dnaA	no_relation	One site , designated the @TF$ I site , was located upstream IciA protein binds two sites in the @Regulated$ promoter region DNase I - protection experiments were performed to identify binding sites of the IciA protein in the dnaA promoter region ( Fig . 3 ) .
8825783	IciA	dnaA	no_relation	One site , designated the @TF$ I site , was located upstream IciA protein binds two sites in the dnaA promoter region DNase I - protection experiments were performed to identify binding sites of the IciA protein in the @Regulated$ promoter region ( Fig . 3 ) .
8825783	IciA	dnaA	no_relation	One site , designated the IciA I site , was located upstream @TF$ protein binds two sites in the dnaA promoter region DNase I - protection experiments were performed to identify binding sites of the IciA protein in the @Regulated$ promoter region ( Fig . 3 ) .
8825783	IciA	dnaA	no_relation	One site , designated the IciA I site , was located upstream IciA protein binds two sites in the @Regulated$ promoter region DNase I - protection experiments were performed to identify binding sites of the @TF$ protein in the dnaA promoter region ( Fig . 3 ) .
8825783	IciA	dnaA	no_relation	One site , designated the IciA I site , was located upstream IciA protein binds two sites in the dnaA promoter region DNase I - protection experiments were performed to identify binding sites of the @TF$ protein in the @Regulated$ promoter region ( Fig . 3 ) .
19906180	ArgP	argO	activator	More recently , @TF$ was shown to bind to an approximately 60 - bp - long sequence partially overlapping the @Regulated$ promoter
15978080	FNR	acsP1	repressor	As the DNA binding site for FNR overlaps the acsP1 - 35 element , it is easy to understand how @TF$ represses @Regulated$ at the same time as it activates the nrf promoter .
15978080	FNR	acsP1	no_relation	As the DNA binding site for @TF$ overlaps the @Regulated$ - 35 element , it is easy to understand how FNR represses acsP1 at the same time as it activates the nrf promoter .
15978080	FNR	acsP1	no_relation	As the DNA binding site for @TF$ overlaps the acsP1 - 35 element , it is easy to understand how FNR represses @Regulated$ at the same time as it activates the nrf promoter .
15978080	FNR	acsP1	no_relation	As the DNA binding site for FNR overlaps the @Regulated$ - 35 element , it is easy to understand how @TF$ represses acsP1 at the same time as it activates the nrf promoter .
19245365	NarL	yeaR	regulator	Figure 1 @TF$ regulates the E . coli @Regulated$ promoter ( A ) This Figure shows the E . coli K - 12 yeaR promoter sequence from positions 64 to + 86 with respect to the transcription start site ( + 1 ) ( 12 ) .
19245365	NarL	yeaR	no_relation	Figure 1 @TF$ regulates the E . coli yeaR promoter ( A ) This Figure shows the E . coli K - 12 @Regulated$ promoter sequence from positions 64 to + 86 with respect to the transcription start site ( + 1 ) ( 12 ) .
10600368	ArgP	argK	activator	The @TF$ protein enhances the expression of the @Regulated$ gene
10600368	ArgP	argK	no_relation	To test the biological activity of the @TF$ protein on the arginine transport system , the amounts of mRNA synthesized by a 502 bp KpnI - EcoRV DNA fragment containing the N terminus and the control region of the @Regulated$ gene was investigated .
8995231	DnaA	dnaA	regulator	RESULTS Oligomerization of DnaA Protein to the dnaA Promoter â€” Sequence - specific DNA binding of @TF$ protein to the @Regulated$ promoter region ( Fig . 1 ) was studied in detail using a combined gel - shift and chemical footprinting assay to determine the extent of DNA binding to the region flanking the consensus DNA - binding site , the DnaA box .
8995231	DnaA	dnaA	no_relation	RESULTS Oligomerization of @TF$ Protein to the @Regulated$ Promoter â€” Sequence - specific DNA binding of DnaA protein to the dnaA promoter region ( Fig . 1 ) was studied in detail using a combined gel - shift and chemical footprinting assay to determine the extent of DNA binding to the region flanking the consensus DNA - binding site , the DnaA box .
8995231	DnaA	dnaA	no_relation	RESULTS Oligomerization of @TF$ Protein to the dnaA Promoter â€” Sequence - specific DNA binding of DnaA protein to the @Regulated$ promoter region ( Fig . 1 ) was studied in detail using a combined gel - shift and chemical footprinting assay to determine the extent of DNA binding to the region flanking the consensus DNA - binding site , the DnaA box .
8995231	DnaA	dnaA	no_relation	RESULTS Oligomerization of DnaA Protein to the @Regulated$ Promoter â€” Sequence - specific DNA binding of @TF$ protein to the dnaA promoter region ( Fig . 1 ) was studied in detail using a combined gel - shift and chemical footprinting assay to determine the extent of DNA binding to the region flanking the consensus DNA - binding site , the DnaA box .
12067348	MarA	rimK	activator	Although not tested directly , the ybjC - mdaA operon may contain a third gene , rimK , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and rimK ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of @Regulated$ in their microarray analysis for @TF$ - induced genes ; and ( iii ) the nearest potential MarA binding site upstream of rimK is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , @Regulated$ , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and rimK ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of rimK in their microarray analysis for MarA - induced genes ; and ( iii ) the nearest potential @TF$ binding site upstream of rimK is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , rimK , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and @Regulated$ ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of rimK in their microarray analysis for MarA - induced genes ; and ( iii ) the nearest potential @TF$ binding site upstream of rimK is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , rimK , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and rimK ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of @Regulated$ in their microarray analysis for MarA - induced genes ; and ( iii ) the nearest potential @TF$ binding site upstream of rimK is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , rimK , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and rimK ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of rimK in their microarray analysis for MarA - induced genes ; and ( iii ) the nearest potential @TF$ binding site upstream of @Regulated$ is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , @Regulated$ , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and rimK ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of rimK in their microarray analysis for @TF$ - induced genes ; and ( iii ) the nearest potential MarA binding site upstream of rimK is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , rimK , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and @Regulated$ ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of rimK in their microarray analysis for @TF$ - induced genes ; and ( iii ) the nearest potential MarA binding site upstream of rimK is that identified for ybjC .
12067348	MarA	rimK	no_relation	Although not tested directly , the ybjC - mdaA operon may contain a third gene , rimK , as : ( i ) there does not appear to be either an RNA chain termination signal nor a promoter between mdaA and rimK ( they are separated by 172 bp ) ; ( ii ) Barbosa and Levy ( Barbosa and Levy 2000 ) observed the induction of rimK in their microarray analysis for @TF$ - induced genes ; and ( iii ) the nearest potential MarA binding site upstream of @Regulated$ is that identified for ybjC .
9469834	CAP	nagE	activator	There is no obvious effect of the CAP + 6 mutation on nagE expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in nagE expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in @Regulated$ expression due to a lack of cAMP / @TF$ activation ( 5 ; see also below ) .
9469834	CAP	nagE	no_relation	There is no obvious effect of the @TF$ + 6 mutation on @Regulated$ expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in nagE expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in nagE expression due to a lack of cAMP / CAP activation ( 5 ; see also below ) .
9469834	CAP	nagE	no_relation	There is no obvious effect of the @TF$ + 6 mutation on nagE expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in @Regulated$ expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in nagE expression due to a lack of cAMP / CAP activation ( 5 ; see also below ) .
9469834	CAP	nagE	no_relation	There is no obvious effect of the @TF$ + 6 mutation on nagE expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in nagE expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in @Regulated$ expression due to a lack of cAMP / CAP activation ( 5 ; see also below ) .
9469834	CAP	nagE	no_relation	There is no obvious effect of the CAP + 6 mutation on @Regulated$ expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in nagE expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in nagE expression due to a lack of cAMP / @TF$ activation ( 5 ; see also below ) .
9469834	CAP	nagE	no_relation	There is no obvious effect of the CAP + 6 mutation on nagE expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in @Regulated$ expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in nagE expression due to a lack of cAMP / @TF$ activation ( 5 ; see also below ) .
9254708	IciA	dnaA	activator	DISCUSSION Physically and functionally heterogeneous complexes containing IciA protein bound to the dnaA promoter were isolated and analyzed in order to address the binding mode of IciA protein to DNA containing the @TF$ I site and how this binding activates transcription from the @Regulated$ promoter 1P .
9254708	IciA	dnaA	no_relation	DISCUSSION Physically and functionally heterogeneous complexes containing @TF$ protein bound to the @Regulated$ promoter were isolated and analyzed in order to address the binding mode of IciA protein to DNA containing the IciA I site and how this binding activates transcription from the dnaA promoter 1P .
9254708	IciA	dnaA	no_relation	DISCUSSION Physically and functionally heterogeneous complexes containing @TF$ protein bound to the dnaA promoter were isolated and analyzed in order to address the binding mode of IciA protein to DNA containing the IciA I site and how this binding activates transcription from the @Regulated$ promoter 1P .
9254708	IciA	dnaA	no_relation	DISCUSSION Physically and functionally heterogeneous complexes containing IciA protein bound to the @Regulated$ promoter were isolated and analyzed in order to address the binding mode of @TF$ protein to DNA containing the IciA I site and how this binding activates transcription from the dnaA promoter 1P .
9254708	IciA	dnaA	no_relation	DISCUSSION Physically and functionally heterogeneous complexes containing IciA protein bound to the dnaA promoter were isolated and analyzed in order to address the binding mode of @TF$ protein to DNA containing the IciA I site and how this binding activates transcription from the @Regulated$ promoter 1P .
9254708	IciA	dnaA	no_relation	DISCUSSION Physically and functionally heterogeneous complexes containing IciA protein bound to the @Regulated$ promoter were isolated and analyzed in order to address the binding mode of IciA protein to DNA containing the @TF$ I site and how this binding activates transcription from the dnaA promoter 1P .
8995231	DnaA	dnaA	repressor	These observations indicate that the inhibition of binding of RNA polymerase to the @Regulated$ promoters is dependent upon the oligomerization of @TF$ protein to regions flanking the DnaA box and that the binding of one or two DnaA monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of @TF$ protein to regions flanking the DnaA box and that the binding of one or two DnaA monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the @Regulated$ promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the @Regulated$ promoters is dependent upon the oligomerization of DnaA protein to regions flanking the @TF$ box and that the binding of one or two DnaA monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of DnaA protein to regions flanking the @TF$ box and that the binding of one or two DnaA monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the @Regulated$ promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the @Regulated$ promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two @TF$ monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two @TF$ monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the @Regulated$ promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the @Regulated$ promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two DnaA monomers to the @TF$ box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .
8995231	DnaA	dnaA	no_relation	These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two DnaA monomers to the @TF$ box is not sufficient for occlusion of RNA polymerase from the @Regulated$ promoters .
8522515	MarA	marRAB	activator	Miller et al . ( 28 ) have found that SoxS activates mar transcription in vivo , and we have recently found a marbox sequence in the promoter region upstream of marRAB which binds MarA and enables either purified MalE - SoxS or @TF$ to activate transcription of @Regulated$ in vitro ( 18 , 26 ) .
8522515	MarA	marRAB	no_relation	Miller et al . ( 28 ) have found that SoxS activates mar transcription in vivo , and we have recently found a marbox sequence in the promoter region upstream of @Regulated$ which binds @TF$ and enables either purified MalE - SoxS or MarA to activate transcription of marRAB in vitro ( 18 , 26 ) .
8522515	MarA	marRAB	no_relation	Miller et al . ( 28 ) have found that SoxS activates mar transcription in vivo , and we have recently found a marbox sequence in the promoter region upstream of marRAB which binds @TF$ and enables either purified MalE - SoxS or MarA to activate transcription of @Regulated$ in vitro ( 18 , 26 ) .
8522515	MarA	marRAB	no_relation	Miller et al . ( 28 ) have found that SoxS activates mar transcription in vivo , and we have recently found a marbox sequence in the promoter region upstream of @Regulated$ which binds MarA and enables either purified MalE - SoxS or @TF$ to activate transcription of marRAB in vitro ( 18 , 26 ) .
11742992	CRP	melAB	activator	Substitutions within CRP that affect transcription activation at the melAB promoter To identify the residues of @TF$ that are important in transcription activation at the @Regulated$ promoter , a library of randomly mutated crp genes was created using error - prone PCR .
11742992	CRP	melAB	no_relation	Substitutions within @TF$ that affect transcription activation at the @Regulated$ promoter To identify the residues of CRP that are important in transcription activation at the melAB promoter , a library of randomly mutated crp genes was created using error - prone PCR .
11742992	CRP	melAB	no_relation	Substitutions within @TF$ that affect transcription activation at the melAB promoter To identify the residues of CRP that are important in transcription activation at the @Regulated$ promoter , a library of randomly mutated crp genes was created using error - prone PCR .
11742992	CRP	melAB	no_relation	Substitutions within CRP that affect transcription activation at the @Regulated$ promoter To identify the residues of @TF$ that are important in transcription activation at the melAB promoter , a library of randomly mutated crp genes was created using error - prone PCR .
19906180	Lrp	argO	regulator	In silico analyses and experimental verification of potential binding sites for Lrp in the argO control region The formation of multiple Lrp â€“ argO operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for @TF$ in the @Regulated$ control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for @TF$ in the @Regulated$ control region The formation of multiple Lrp â€“ argO operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for Lrp in the argO control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for @TF$ in the argO control region The formation of multiple Lrp â€“ @Regulated$ operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for Lrp in the argO control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for @TF$ in the argO control region The formation of multiple Lrp â€“ argO operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for Lrp in the @Regulated$ control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for Lrp in the @Regulated$ control region The formation of multiple @TF$ â€“ argO operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for Lrp in the argO control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for Lrp in the argO control region The formation of multiple @TF$ â€“ @Regulated$ operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for Lrp in the argO control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for Lrp in the argO control region The formation of multiple @TF$ â€“ argO operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for Lrp in the @Regulated$ control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for Lrp in the @Regulated$ control region The formation of multiple Lrp â€“ argO operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for @TF$ in the argO control region .
19906180	Lrp	argO	no_relation	In silico analyses and experimental verification of potential binding sites for Lrp in the argO control region The formation of multiple Lrp â€“ @Regulated$ operator complexes with a different apparent stoichiometry suggests the existence of several binding sites for @TF$ in the argO control region .
21890697	ArgP	argO	regulator	Under identical experimental conditions as for @Regulated$ , the regulatory regions of the other @TF$ - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and lysP ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that ArgP binding in these instances is Lys sensitive .
21890697	ArgP	argO	no_relation	Under identical experimental conditions as for argO , the regulatory regions of the other @TF$ - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and lysP ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with @Regulated$ ) , the addition of Lys was associated with an increase in the apparent K d , indicating that ArgP binding in these instances is Lys sensitive .
